Cód.,Município,Salario
3150406,Piedade dos Gerais (MG),1524.68
3150505,Pimenta (MG),1685.91
3150539,Pingo d'Água (MG),1194.49
3150570,Pintópolis (MG),1386.87
3150604,Piracema (MG),1690.7
3150703,Pirajuba (MG),2995.97
3150802,Piranga (MG),1707.83
3150901,Piranguçu (MG),1814.29
3151008,Piranguinho (MG),1612.16
3151107,Pirapetinga (MG),1895.53
3151206,Pirapora (MG),1936.34
3151305,Piraúba (MG),1355.03
3151404,Pitangui (MG),1610.37
3151503,Piumhi (MG),1648.29
3151602,Planura (MG),1955.7
3151701,Poço Fundo (MG),1590.04
3151800,Poços de Caldas (MG),2335.5
3151909,Pocrane (MG),1607.89
3152006,Pompéu (MG),1958.21
3152105,Ponte Nova (MG),1779.64
3152131,Ponto Chique (MG),1290.02
3152170,Ponto dos Volantes (MG),1310.54
3152204,Porteirinha (MG),1672.63
3152303,Porto Firme (MG),1483.43
3152402,Poté (MG),1707.17
3152501,Pouso Alegre (MG),2447.58
3152600,Pouso Alto (MG),1794.47
3152709,Prados (MG),1310.31
3152808,Prata (MG),1948.37
3152907,Pratápolis (MG),1581.74
3153004,Pratinha (MG),1932.31
3153103,Presidente Bernardes (MG),1373.71
3153202,Presidente Juscelino (MG),1502.4
3153301,Presidente Kubitschek (MG),1432.67
3153400,Presidente Olegário (MG),1987.1
3153509,Alto Jequitibá (MG),1578.74
3153608,Prudente de Morais (MG),1636.47
3153707,Quartel Geral (MG),1491.45
3153806,Queluzito (MG),1724.7
3153905,Raposos (MG),1619.62
3154002,Raul Soares (MG),1722.19
3154101,Recreio (MG),1312.44
3154150,Reduto (MG),1530.88
3154200,Resende Costa (MG),1576.77
3154309,Resplendor (MG),1548.23
3154408,Ressaquinha (MG),1700.49
3154457,Riachinho (MG),1724.91
3154507,Riacho dos Machados (MG),3443.29
3154606,Ribeirão das Neves (MG),1899.9
3154705,Ribeirão Vermelho (MG),1616.25
3154804,Rio Acima (MG),2262.48
3154903,Rio Casca (MG),1565.8
3155009,Rio Doce (MG),1868.56
3155108,Rio do Prado (MG),1428.84
3155207,Rio Espera (MG),1464.85
3155306,Rio Manso (MG),1547.9
3155405,Rio Novo (MG),1500
3155504,Rio Paranaíba (MG),2059.41
3155603,Rio Pardo de Minas (MG),1475.72
3155702,Rio Piracicaba (MG),2163.17
3155801,Rio Pomba (MG),2356.48
3155900,Rio Preto (MG),1327.97
3156007,Rio Vermelho (MG),1418.17
3156106,Ritápolis (MG),1617.66
3156205,Rochedo de Minas (MG),1438.4
3156304,Rodeiro (MG),1676.41
3156403,Romaria (MG),1759.95
3156452,Rosário da Limeira (MG),1450.45
3156502,Rubelita (MG),1368.35
3156601,Rubim (MG),1652.37
3156700,Sabará (MG),2414.39
3156809,Sabinópolis (MG),1580.87
3156908,Sacramento (MG),1962
3157005,Salinas (MG),1573.02
3157104,Salto da Divisa (MG),1959.95
3157203,Santa Bárbara (MG),2440.14
3157252,Santa Bárbara do Leste (MG),1551.38
3157278,Santa Bárbara do Monte Verde (MG),1472.41
3157302,Santa Bárbara do Tugúrio (MG),1556.78
3157336,Santa Cruz de Minas (MG),1438.38
3157377,Santa Cruz de Salinas (MG),1373.88
3157401,Santa Cruz do Escalvado (MG),2010.97
3157500,Santa Efigênia de Minas (MG),1375.97
3157609,Santa Fé de Minas (MG),1287.54
3157658,Santa Helena de Minas (MG),1513.94
3157708,Santa Juliana (MG),2290.67
3157807,Santa Luzia (MG),2287.43
3157906,Santa Margarida (MG),1545.25
3158003,Santa Maria de Itabira (MG),1469.17
3158102,Santa Maria do Salto (MG),1449.84
3158201,Santa Maria do Suaçuí (MG),1387.5
3158300,Santana da Vargem (MG),1736.91
3158409,Santana de Cataguases (MG),1622.53
3158508,Santana de Pirapama (MG),1843.81
3158607,Santana do Deserto (MG),2036.83
3158706,Santana do Garambéu (MG),1756.32
3158805,Santana do Jacaré (MG),1630.5
3158904,Santana do Manhuaçu (MG),1343.24
3158953,Santana do Paraíso (MG),1827.03
3159001,Santana do Riacho (MG),1522.04
3159100,Santana dos Montes (MG),1789.64
3159209,Santa Rita de Caldas (MG),1883.24
3159308,Santa Rita de Jacutinga (MG),1290.31
3159357,Santa Rita de Minas (MG),1391.66
3159407,Santa Rita de Ibitipoca (MG),1608.78
3159506,Santa Rita do Itueto (MG),1595
3159605,Santa Rita do Sapucaí (MG),2400.89
3159704,Santa Rosa da Serra (MG),1688.32
3159803,Santa Vitória (MG),2359.59
3159902,Santo Antônio do Amparo (MG),1678.44
3160009,Santo Antônio do Aventureiro (MG),1619.29
3160108,Santo Antônio do Grama (MG),1709.15
3160207,Santo Antônio do Itambé (MG),1574.9
3160306,Santo Antônio do Jacinto (MG),1468.23
3160405,Santo Antônio do Monte (MG),1613.57
3160454,Santo Antônio do Retiro (MG),1417.07
3160504,Santo Antônio do Rio Abaixo (MG),1714.14
3160603,Santo Hipólito (MG),1730.99
3160702,Santos Dumont (MG),1896.07
3160801,São Bento Abade (MG),2403.91
3160900,São Brás do Suaçuí (MG),1829.08
3160959,São Domingos das Dores (MG),1578.07
3161007,São Domingos do Prata (MG),1602.54
3161056,São Félix de Minas (MG),1300.06
3161106,São Francisco (MG),1676.11
3161205,São Francisco de Paula (MG),1624.4
3161304,São Francisco de Sales (MG),1627.72
3161403,São Francisco do Glória (MG),1595.19
3161502,São Geraldo (MG),1691.62
3161601,São Geraldo da Piedade (MG),1379.88
3161650,São Geraldo do Baixio (MG),1365.37
3161700,São Gonçalo do Abaeté (MG),1713.01
3161809,São Gonçalo do Pará (MG),1685.73
3161908,São Gonçalo do Rio Abaixo (MG),2964.41
3162005,São Gonçalo do Sapucaí (MG),1749.8
3162104,São Gotardo (MG),1969.11
3162203,São João Batista do Glória (MG),1690.85
3162252,São João da Lagoa (MG),1445.41
3162302,São João da Mata (MG),1727.86
3162401,São João da Ponte (MG),1547.58
3162450,São João das Missões (MG),1618.8
3162500,São João del Rei (MG),2400.23
3162559,São João do Manhuaçu (MG),1508.55
3162575,São João do Manteninha (MG),1374.68
3162609,São João do Oriente (MG),1665.36
3162658,São João do Pacuí (MG),1327.8
3162708,São João do Paraíso (MG),1374.54
3162807,São João Evangelista (MG),1483.32
3162906,São João Nepomuceno (MG),1415.38
3162922,São Joaquim de Bicas (MG),2165.37
3162948,São José da Barra (MG),4509.52
3162955,São José da Lapa (MG),2455.86
3163003,São José da Safira (MG),1461.03
3163102,São José da Varginha (MG),1580.54
3163201,São José do Alegre (MG),1800.1
3163300,São José do Divino (MG),1437.07
3163409,São José do Goiabal (MG),1646.59
3163508,São José do Jacuri (MG),1433.09
3163607,São José do Mantimento (MG),1484.88
3163706,São Lourenço (MG),1748.27
3163805,São Miguel do Anta (MG),1599.08
3163904,São Pedro da União (MG),1745.79
3164001,São Pedro dos Ferros (MG),1622.64
3164100,São Pedro do Suaçuí (MG),1482.58
3164209,São Romão (MG),1452.18
3164308,São Roque de Minas (MG),1902.32
3164407,São Sebastião da Bela Vista (MG),1823
3164431,São Sebastião da Vargem Alegre (MG),1601.57
3164472,São Sebastião do Anta (MG),1502.86
3164506,São Sebastião do Maranhão (MG),1341.57
3164605,São Sebastião do Oeste (MG),2508.98
3164704,São Sebastião do Paraíso (MG),1800.17
3164803,São Sebastião do Rio Preto (MG),1601.2
3164902,São Sebastião do Rio Verde (MG),1617.13
3165008,São Tiago (MG),1550.58
3165107,São Tomás de Aquino (MG),1738.21
3165206,São Thomé das Letras (MG),1523.71
3165305,São Vicente de Minas (MG),1724.13
3165404,Sapucaí-Mirim (MG),1565.84
3165503,Sardoá (MG),1392.93
3165537,Sarzedo (MG),2341.09
3165552,Setubinha (MG),1331.32
3165560,Sem-Peixe (MG),1493.7
3165578,Senador Amaral (MG),1515.89
3165602,Senador Cortes (MG),1217.58
3165701,Senador Firmino (MG),1442.13
3165800,Senador José Bento (MG),1527.61
3165909,Senador Modestino Gonçalves (MG),1528.15
3166006,Senhora de Oliveira (MG),1624.62
3166105,Senhora do Porto (MG),1552.92
3166204,Senhora dos Remédios (MG),1518.53
3166303,Sericita (MG),1332.31
3166402,Seritinga (MG),1715.75
3166501,Serra Azul de Minas (MG),1287.31
3166600,Serra da Saudade (MG),1655.56
3166709,Serra dos Aimorés (MG),1730.84
3166808,Serra do Salitre (MG),2853.51
3166907,Serrania (MG),1693.81
3166956,Serranópolis de Minas (MG),1487.92
3167004,Serranos (MG),1983.36
3167103,Serro (MG),1672.91
3167202,Sete Lagoas (MG),2265.41
3167301,Silveirânia (MG),1722.33
3167400,Silvianópolis (MG),1554.29
3167509,Simão Pereira (MG),1871.65
3167608,Simonésia (MG),1467.23
3167707,Sobrália (MG),1601.48
3167806,Soledade de Minas (MG),1747.46
3167905,Tabuleiro (MG),1394.5
3168002,Taiobeiras (MG),1483.54
3168051,Taparuba (MG),1418.32
3168101,Tapira (MG),4453.88
3168200,Tapiraí (MG),1702.24
3168309,Taquaraçu de Minas (MG),1681.86
3168408,Tarumirim (MG),1328.87
3168507,Teixeiras (MG),1412
3168606,Teófilo Otoni (MG),1724.36
3168705,Timóteo (MG),2467.5
3168804,Tiradentes (MG),1422.24
3168903,Tiros (MG),2099.28
3169000,Tocantins (MG),1608.91
3169059,Tocos do Moji (MG),1650.78
3169109,Toledo (MG),1368.17
3169208,Tombos (MG),1417.77
3169307,Três Corações (MG),2002.43
3169356,Três Marias (MG),2238.41
3169406,Três Pontas (MG),1827.45
3169505,Tumiritinga (MG),1268.38
3169604,Tupaciguara (MG),2160.07
3169703,Turmalina (MG),1664.3
3169802,Turvolândia (MG),1629.77
3169901,Ubá (MG),1706.99
3170008,Ubaí (MG),1333.77
3170057,Ubaporanga (MG),1509.52
3170107,Uberaba (MG),2665.71
3170206,Uberlândia (MG),2577.54
3170305,Umburatiba (MG),1650.86
3170404,Unaí (MG),2051.35
3170438,União de Minas (MG),1506.98
3170479,Uruana de Minas (MG),1591.4
3170503,Urucânia (MG),1500.96
3170529,Urucuia (MG),1421.45
3170578,Vargem Alegre (MG),1481.87
3170602,Vargem Bonita (MG),1865.89
3170651,Vargem Grande do Rio Pardo (MG),1258.85
3170701,Varginha (MG),2117.32
3170750,Varjão de Minas (MG),1687.59
3170800,Várzea da Palma (MG),1776.95
3170909,Varzelândia (MG),1592.96
3171006,Vazante (MG),2593.57
3171030,Verdelândia (MG),1346.71
3171071,Veredinha (MG),1265.45
3171105,Veríssimo (MG),1784.08
3171154,Vermelho Novo (MG),1665.24
3171204,Vespasiano (MG),2509.26
3171303,Viçosa (MG),2979.95
3171402,Vieiras (MG),1449.56
3171501,Mathias Lobato (MG),2959.93
3171600,Virgem da Lapa (MG),1705.47
3171709,Virgínia (MG),1490.06
3171808,Virginópolis (MG),1515.09
3171907,Virgolândia (MG),1483.31
3172004,Visconde do Rio Branco (MG),1767.84
3172103,Volta Grande (MG),1568.37
3172202,Wenceslau Braz (MG),1813.56
3200102,Afonso Cláudio (ES),1721.95
3200136,Águia Branca (ES),1634.14
3200169,Água Doce do Norte (ES),2143.78
3200201,Alegre (ES),2118.48
3200300,Alfredo Chaves (ES),1818.97
3200359,Alto Rio Novo (ES),1542.18
3200409,Anchieta (ES),2725.02
3200508,Apiacá (ES),1578.72
3200607,Aracruz (ES),2758.63
3200706,Atílio Vivácqua (ES),1570.96
3200805,Baixo Guandu (ES),1733.01
3200904,Barra de São Francisco (ES),1863.3
3201001,Boa Esperança (ES),1669.49
3201100,Bom Jesus do Norte (ES),1575.83
3201159,Brejetuba (ES),1785.56
3201209,Cachoeiro de Itapemirim (ES),1958.51
3201308,Cariacica (ES),1990.41
3201407,Castelo (ES),1775.12
3201506,Colatina (ES),1973.4
3201605,Conceição da Barra (ES),2017.24
3201704,Conceição do Castelo (ES),1748.19
3201803,Divino de São Lourenço (ES),1915.61
3201902,Domingos Martins (ES),1861.15
3202009,Dores do Rio Preto (ES),1687.03
3202108,Ecoporanga (ES),1890.84
3202207,Fundão (ES),1738.66
3202256,Governador Lindenberg (ES),1838.89
3202306,Guaçuí (ES),1702.05
3202405,Guarapari (ES),1812.41
3202454,Ibatiba (ES),1952.55
3202504,Ibiraçu (ES),1835.07
3202553,Ibitirama (ES),1846.92
3202603,Iconha (ES),2246.66
3202652,Irupi (ES),1734.32
3202702,Itaguaçu (ES),1685.92
3202801,Itapemirim (ES),2466.2
3202900,Itarana (ES),1784.66
3203007,Iúna (ES),1779.43
3203056,Jaguaré (ES),1747.06
3203106,Jerônimo Monteiro (ES),1728.09
3203130,João Neiva (ES),1976.05
3203163,Laranja da Terra (ES),1702.44
3203205,Linhares (ES),2241.09
3203304,Mantenópolis (ES),1882.49
3203320,Marataízes (ES),1907.34
3203346,Marechal Floriano (ES),1679.26
3203353,Marilândia (ES),1541.58
3203403,Mimoso do Sul (ES),1790.47
3203502,Montanha (ES),1804.53
3203601,Mucurici (ES),1603.22
3203700,Muniz Freire (ES),2195.57
3203809,Muqui (ES),1779.81
3203908,Nova Venécia (ES),1916.16
3204005,Pancas (ES),1609.4
3204054,Pedro Canário (ES),1867.16
3204104,Pinheiros (ES),1892.14
3204203,Piúma (ES),2010.51
3204252,Ponto Belo (ES),1364.86
3204302,Presidente Kennedy (ES),1875.1
3204351,Rio Bananal (ES),1812.23
3204401,Rio Novo do Sul (ES),1792.39
3204500,Santa Leopoldina (ES),2010.73
3204559,Santa Maria de Jetibá (ES),1829.3
3204609,Santa Teresa (ES),2134.6
3204658,São Domingos do Norte (ES),2435.59
3204708,São Gabriel da Palha (ES),1638.15
3204807,São José do Calçado (ES),1685.21
3204906,São Mateus (ES),2207.93
3204955,São Roque do Canaã (ES),1527.24
3205002,Serra (ES),2558.25
3205010,Sooretama (ES),1759.68
3205036,Vargem Alta (ES),1801.16
3205069,Venda Nova do Imigrante (ES),1767.49
3205101,Viana (ES),2059.97
3205150,Vila Pavão (ES),1804.8
3205176,Vila Valério (ES),1641.91
3205200,Vila Velha (ES),2071.48
3205309,Vitória (ES),3850.38
3300100,Angra dos Reis (RJ),3355.5
3300159,Aperibé (RJ),1718.23
3300209,Araruama (RJ),1698.29
3300225,Areal (RJ),1762.19
3300233,Armação dos Búzios (RJ),1977.45
3300258,Arraial do Cabo (RJ),1899.1
3300308,Barra do Piraí (RJ),1779.91
3300407,Barra Mansa (RJ),2196.54
3300456,Belford Roxo (RJ),1971.59
3300506,Bom Jardim (RJ),1770.4
3300605,Bom Jesus do Itabapoana (RJ),1685.1
3300704,Cabo Frio (RJ),1925.74
3300803,Cachoeiras de Macacu (RJ),1953.09
3300902,Cambuci (RJ),1752.46
3300936,Carapebus (RJ),2113.83
3300951,Comendador Levy Gasparian (RJ),1637.81
3301009,Campos dos Goytacazes (RJ),2478.74
3301108,Cantagalo (RJ),2397.93
3301157,Cardoso Moreira (RJ),1853.95
3301207,Carmo (RJ),1725.48
3301306,Casimiro de Abreu (RJ),2007.8
3301405,Conceição de Macabu (RJ),1555.51
3301504,Cordeiro (RJ),1994.11
3301603,Duas Barras (RJ),1643.85
3301702,Duque de Caxias (RJ),2742.16
3301801,Engenheiro Paulo de Frontin (RJ),1769.26
3301850,Guapimirim (RJ),1783.08
3301876,Iguaba Grande (RJ),1754.34
3301900,Itaboraí (RJ),2026.23
3302007,Itaguaí (RJ),2962.03
3302056,Italva (RJ),1743.63
3302106,Itaocara (RJ),1677.37
3302205,Itaperuna (RJ),2116.26
3302254,Itatiaia (RJ),2801.99
3302270,Japeri (RJ),2009.6
3302304,Laje do Muriaé (RJ),1783.2
3302403,Macaé (RJ),6093.24
3302452,Macuco (RJ),1668.98
3302502,Magé (RJ),1682.1
3302601,Mangaratiba (RJ),2361.04
3302700,Maricá (RJ),2284.99
3302809,Mendes (RJ),1714.18
3302858,Mesquita (RJ),2034.72
3302908,Miguel Pereira (RJ),1903.38
3303005,Miracema (RJ),1839.11
3303104,Natividade (RJ),1753.77
3303203,Nilópolis (RJ),1713.66
3303302,Niterói (RJ),3090.93
3303401,Nova Friburgo (RJ),1821.82
3303500,Nova Iguaçu (RJ),2031.77
3303609,Paracambi (RJ),1774.76
3303708,Paraíba do Sul (RJ),1796.1
3303807,Paraty (RJ),2159.16
3303856,Paty do Alferes (RJ),1871.58
3303906,Petrópolis (RJ),2230.51
3303955,Pinheiral (RJ),1458.71
3304003,Piraí (RJ),2392.18
3304102,Porciúncula (RJ),2223.56
3304110,Porto Real (RJ),3149.65
3304128,Quatis (RJ),1725.13
3304144,Queimados (RJ),2272.74
3304151,Quissamã (RJ),2630.93
3304201,Resende (RJ),3023.35
3304300,Rio Bonito (RJ),1904.58
3304409,Rio Claro (RJ),2226.58
3304508,Rio das Flores (RJ),1666.14
3304524,Rio das Ostras (RJ),3130.52
3304557,Rio de Janeiro (RJ),4020.68
3304607,Santa Maria Madalena (RJ),1966.76
3304706,Santo Antônio de Pádua (RJ),1776.87
3304755,São Francisco de Itabapoana (RJ),1739.56
3304805,São Fidélis (RJ),1611.21
3304904,São Gonçalo (RJ),2018.74
3305000,São João da Barra (RJ),3748.03
3305109,São João de Meriti (RJ),1811.65
3305133,São José de Ubá (RJ),1681.7
3305158,São José do Vale do Rio Preto (RJ),1727.7
3305208,São Pedro da Aldeia (RJ),2752.57
3305307,São Sebastião do Alto (RJ),2168.56
3305406,Sapucaia (RJ),1732.74
3305505,Saquarema (RJ),1890.26
3305554,Seropédica (RJ),3903.57
3305604,Silva Jardim (RJ),2020.84
3305703,Sumidouro (RJ),2107.14
3305752,Tanguá (RJ),1808.99
3305802,Teresópolis (RJ),2120.34
3305901,Trajano de Moraes (RJ),1725.9
3306008,Três Rios (RJ),1860.72
3306107,Valença (RJ),1887.98
3306156,Varre-Sai (RJ),2090.92
3306206,Vassouras (RJ),2085.84
3306305,Volta Redonda (RJ),2273.33
3500105,Adamantina (SP),2040.95
3500204,Adolfo (SP),2022.95
3500303,Aguaí (SP),2222.65
3500402,Águas da Prata (SP),1918.83
3500501,Águas de Lindóia (SP),1949.11
3500550,Águas de Santa Bárbara (SP),2311.86
3500600,Águas de São Pedro (SP),2133.79
3500709,Agudos (SP),2407.74
3500758,Alambari (SP),1726.74
3500808,Alfredo Marcondes (SP),1965.38
3500907,Altair (SP),2570.69
3501004,Altinópolis (SP),2034.47
3501103,Alto Alegre (SP),2052.49
3501152,Alumínio (SP),4615.79
3501202,Álvares Florence (SP),1961.99
3501301,Álvares Machado (SP),2342.85
3501400,Álvaro de Carvalho (SP),2126.69
3501509,Alvinlândia (SP),1951.95
3501608,Americana (SP),2762.72
3501707,Américo Brasiliense (SP),2180.7
3501806,Américo de Campos (SP),1940.12
3501905,Amparo (SP),2610.83
3502002,Analândia (SP),2368.12
3502101,Andradina (SP),2178.71
3502200,Angatuba (SP),2494.46
3502309,Anhembi (SP),2101.88
3502408,Anhumas (SP),1969.55
3502507,Aparecida (SP),1894.53
3502606,Aparecida d'Oeste (SP),1865.03
3502705,Apiaí (SP),2101.43
3502754,Araçariguama (SP),2771.99
3502804,Araçatuba (SP),2428.42
3502903,Araçoiaba da Serra (SP),2229.46
3503000,Aramina (SP),1969.49
3503109,Arandu (SP),1782.31
3503158,Arapeí (SP),1721.34
3503208,Araraquara (SP),2590.77
3503307,Araras (SP),2659.02
3503356,Arco-Íris (SP),1958.8
3503406,Arealva (SP),1786.55
3503505,Areias (SP),1643.88
3503604,Areiópolis (SP),1955.71
3503703,Ariranha (SP),2641.5
3503802,Artur Nogueira (SP),2399.84
3503901,Arujá (SP),2793.69
3503950,Aspásia (SP),2060.73
3504008,Assis (SP),2403.78
3504107,Atibaia (SP),2713.25
3504206,Auriflama (SP),1832.69
3504305,Avaí (SP),1918.23
3504404,Avanhandava (SP),2284.01
3504503,Avaré (SP),2063.92
3504602,Bady Bassitt (SP),2256.19
3504701,Balbinos (SP),1873.46
3504800,Bálsamo (SP),2317.44
3504909,Bananal (SP),1885.81
3505005,Barão de Antonina (SP),1685.98
3505104,Barbosa (SP),1733.82
3505203,Bariri (SP),2046.79
3505302,Barra Bonita (SP),2474.36
3505351,Barra do Chapéu (SP),1615.72
3505401,Barra do Turvo (SP),1931.12
3505500,Barretos (SP),2409.63
3505609,Barrinha (SP),2029.31
3505708,Barueri (SP),4234.76
3505807,Bastos (SP),1927.42
3505906,Batatais (SP),2411.35
3506003,Bauru (SP),2726.42
3506102,Bebedouro (SP),2268.92
3506201,Bento de Abreu (SP),3212.17
3506300,Bernardino de Campos (SP),2022.87
3506359,Bertioga (SP),2802.05
3506409,Bilac (SP),2030.68
3506508,Birigui (SP),1983.09
3506607,Biritiba Mirim (SP),2147.26
3506706,Boa Esperança do Sul (SP),1996.92
3506805,Bocaina (SP),2443.06
3506904,Bofete (SP),2185.73
3507001,Boituva (SP),2846.57
3507100,Bom Jesus dos Perdões (SP),2410.46
3507159,Bom Sucesso de Itararé (SP),1858.59
3507209,Borá (SP),2764.12
3507308,Boracéia (SP),2407.8
3507407,Borborema (SP),1807.73
3507456,Borebi (SP),2053.56
3507506,Botucatu (SP),2963.01
3507605,Bragança Paulista (SP),2419.13
3507704,Braúna (SP),2320.65
3507753,Brejo Alegre (SP),2065
3507803,Brodowski (SP),1983.53
3507902,Brotas (SP),2661.6
3508009,Buri (SP),1597.35
3508108,Buritama (SP),2263.14
3508207,Buritizal (SP),3375.41
3508306,Cabrália Paulista (SP),1894.81
3508405,Cabreúva (SP),3122.43
3508504,Caçapava (SP),3036.87
3508603,Cachoeira Paulista (SP),2198.53
3508702,Caconde (SP),1831.73
3508801,Cafelândia (SP),1981.52
3508900,Caiabu (SP),1852.26
3509007,Caieiras (SP),2638.97
3509106,Caiuá (SP),1987.67
3509205,Cajamar (SP),3173.92
3509254,Cajati (SP),3020.17
3509304,Cajobi (SP),1877.69
3509403,Cajuru (SP),2088.44
3509452,Campina do Monte Alegre (SP),2638.55
3509502,Campinas (SP),3695.8
3509601,Campo Limpo Paulista (SP),3400.78
3509700,Campos do Jordão (SP),1976.17
3509809,Campos Novos Paulista (SP),2142.54
3509908,Cananéia (SP),2103.68
3509957,Canas (SP),1922.24
3510005,Cândido Mota (SP),2587.41
3510104,Cândido Rodrigues (SP),1903.89
3510153,Canitar (SP),1942.54
3510203,Capão Bonito (SP),1924.2
3510302,Capela do Alto (SP),1774.69
3510401,Capivari (SP),2371.79
3510500,Caraguatatuba (SP),2476.49
3510609,Carapicuíba (SP),2228.88
3510708,Cardoso (SP),2275.94
3510807,Casa Branca (SP),2201.48
3510906,Cássia dos Coqueiros (SP),1659.73
3511003,Castilho (SP),2078.21
3511102,Catanduva (SP),2403.74
3511201,Catiguá (SP),2336.5
3511300,Cedral (SP),2292.07
3511409,Cerqueira César (SP),2354.41
3511508,Cerquilho (SP),2376.93
3511607,Cesário Lange (SP),2159.35
3511706,Charqueada (SP),2413.76
3511904,Clementina (SP),2528.18
3512001,Colina (SP),2260.61
3512100,Colômbia (SP),2009.18
3512209,Conchal (SP),2133.83
3512308,Conchas (SP),1873.12
3512407,Cordeirópolis (SP),3003.91
3512506,Coroados (SP),2088.59
3512605,Coronel Macedo (SP),1512.4
3512704,Corumbataí (SP),2582.86
3512803,Cosmópolis (SP),2597.39
3512902,Cosmorama (SP),2154.21
3513009,Cotia (SP),3115.75
3513108,Cravinhos (SP),2993.28
3513207,Cristais Paulista (SP),1966.32
3513306,Cruzália (SP),2319.16
3513405,Cruzeiro (SP),3282.76
3513504,Cubatão (SP),4641.76
3513603,Cunha (SP),2013.6
3513702,Descalvado (SP),2275.47
3513801,Diadema (SP),3123.72
3513850,Dirce Reis (SP),2783.82
3513900,Divinolândia (SP),2213.79
3514007,Dobrada (SP),1995.92
3514106,Dois Córregos (SP),2091.51
3514205,Dolcinópolis (SP),2111.32
3514304,Dourado (SP),2598.16
3514403,Dracena (SP),2005.78
3514502,Duartina (SP),1924.3
3514601,Dumont (SP),2296.3
3514700,Echaporã (SP),1879.02
3514809,Eldorado (SP),1834.82
3514908,Elias Fausto (SP),2546.28
3514924,Elisiário (SP),2296.23
3514957,Embaúba (SP),2146.39
3515004,Embu das Artes (SP),2634.12
3515103,Embu-Guaçu (SP),2248.95
3515129,Emilianópolis (SP),1980.69
3515152,Engenheiro Coelho (SP),2631.97
3515186,Espírito Santo do Pinhal (SP),2194.9
3515194,Espírito Santo do Turvo (SP),2240.76
3515202,Estrela d'Oeste (SP),1736.04
3515301,Estrela do Norte (SP),1891.05
3515350,Euclides da Cunha Paulista (SP),1767.21
3515400,Fartura (SP),1694.93
3515509,Fernandópolis (SP),2055.86
3515608,Fernando Prestes (SP),1916.71
3515657,Fernão (SP),2264.65
3515707,Ferraz de Vasconcelos (SP),2308.37
3515806,Flora Rica (SP),1990.76
3515905,Floreal (SP),1965.63
3516002,Flórida Paulista (SP),2033.98
3516101,Florínea (SP),1855.4
3516200,Franca (SP),2092.15
3516309,Francisco Morato (SP),2224.28
3516408,Franco da Rocha (SP),2562.07
3516507,Gabriel Monteiro (SP),1531.21
3516606,Gália (SP),1917.25
3516705,Garça (SP),2096.64
3516804,Gastão Vidigal (SP),2624.52
3516853,Gavião Peixoto (SP),5352.05
3516903,General Salgado (SP),2212.81
3517000,Getulina (SP),2190.65
3517109,Glicério (SP),1754.02
3517208,Guaiçara (SP),1916.52
3517307,Guaimbê (SP),1914.26
3517406,Guaíra (SP),2516.77
3517505,Guapiaçu (SP),2616.89
3517604,Guapiara (SP),1770.61
3517703,Guará (SP),2157.49
3517802,Guaraçaí (SP),1978.78
3517901,Guaraci (SP),2641.23
3518008,Guarani d'Oeste (SP),1889.42
3518107,Guarantã (SP),1846.4
3518206,Guararapes (SP),2303.52
3518305,Guararema (SP),2904.75
3518404,Guaratinguetá (SP),2878.09
3518503,Guareí (SP),1855.85
3518602,Guariba (SP),2566.11
3518701,Guarujá (SP),2918.24
3518800,Guarulhos (SP),3060.68
3518859,Guatapará (SP),2370.87
3518909,Guzolândia (SP),1913.26
3519006,Herculândia (SP),2417.72
3519055,Holambra (SP),2682.63
3519071,Hortolândia (SP),4232.45
3519105,Iacanga (SP),1565.06
3519204,Iacri (SP),2062.83
3519253,Iaras (SP),2752.17
3519303,Ibaté (SP),2473.13
3519402,Ibirá (SP),2036.73
3519501,Ibirarema (SP),1937.78
3519600,Ibitinga (SP),1694.77
3519709,Ibiúna (SP),2216.41
3519808,Icém (SP),2181.74
3519907,Iepê (SP),2302.11
3520004,Igaraçu do Tietê (SP),2003.84
3520103,Igarapava (SP),2329.68
3520202,Igaratá (SP),1910.29
3520301,Iguape (SP),2050.29
3520400,Ilhabela (SP),2615.96
3520426,Ilha Comprida (SP),2505.38
3520442,Ilha Solteira (SP),3091.71
3520509,Indaiatuba (SP),3457.46
3520608,Indiana (SP),1751.38
3520707,Indiaporã (SP),1882.41
3520806,Inúbia Paulista (SP),2251.87
3520905,Ipaussu (SP),2310.99
3521002,Iperó (SP),2243.62
3521101,Ipeúna (SP),2468.87
3521150,Ipiguá (SP),1948.56
3521200,Iporanga (SP),1723.06
3521309,Ipuã (SP),2014.25
3521408,Iracemápolis (SP),2367.27
3521507,Irapuã (SP),1707.63
3521606,Irapuru (SP),2423.75
3521705,Itaberá (SP),1963.94
3521804,Itaí (SP),2367.59
3521903,Itajobi (SP),2150.06
3522000,Itaju (SP),1902.74
3522109,Itanhaém (SP),2183.53
3522158,Itaoca (SP),2287.18
3522208,Itapecerica da Serra (SP),2436.62
3522307,Itapetininga (SP),2119.75
3522406,Itapeva (SP),1953.51
3522505,Itapevi (SP),3902.93
3522604,Itapira (SP),2684.48
3522653,Itapirapuã Paulista (SP),1701.77
3522703,Itápolis (SP),1923.36
3522802,Itaporanga (SP),1831.72
3522901,Itapuí (SP),1987.04
3523008,Itapura (SP),2033.3
3523107,Itaquaquecetuba (SP),2469.2
3523206,Itararé (SP),1819.07
